Link_ID,Link_Desc
3011, VINEYARD ROAD btwn CALDER HIGHWAY Offramp & CALDER FREEWAY
3016, SHARPS ROAD btwn KEILOR PARK DRIVE & AIRPORT DRIVE
3028, KEILOR PARK DRIVE btwn OLD CALDER HIGHWAY & WESTERN RING ROAD Offramp
3045, BELGRAVE-HALLAM ROAD btwn MONASH FREEWAY Offramp & MONASH FREEWAY
3047, BELGRAVE-HALLAM ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp
3053, HALLAM ROAD btwn POUND ROAD & ORMOND ROAD
3056, SHRIVES ROAD btwn POUND ROAD & CENTRE ROAD
3059, BACCHUS MARSH-GEELONG ROAD btwn WOOLPACK ROAD & EXFORD ROAD
3068, SPENCER STREET btwn ABBOTSFORD STREET & HAWKE STREET
3072, SPENCER STREET btwn LONSDALE STREET & BOURKE STREET
3076, SPENCER STREET btwn FLINDERS STREET & CLARENDON STREET
3077, GEELONG-BALLAN ROAD btwn BALLAN-DAYLESFORD ROAD & BALLAN ROAD
3078, BALLAN ROAD btwn ANAKIE ROAD & PURNELL ROAD
3079, BALLAN ROAD btwn PURNELL ROAD & MIDLAND HIGHWAY
3080, FYANSFORD-GHERINGHAP ROAD btwn MIDLAND HIGHWAY & FRIEND IN HAND ROAD
3083, BARRABOOL ROAD btwn MERRAWARP ROAD & DEVON ROAD
3099, OLD MELBOURNE ROAD btwn WESTERN HIGHWAY Onramp & WESTERN FREEWAY
3100, OLD MELBOURNE ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY
3101, OLD MELBOURNE ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY
3109, GEELONG ROAD btwn SHELFORD-BANNOCKBURN ROAD & MIDLAND HIGHWAY
3112, COLAC-BALLARAT ROAD btwn ALBERT STREET & FERRARS STREET
3123, INVERLEIGH-SHELFORD ROAD btwn ROKEWOOD-SHELFORD ROAD & HAMILTON HIGHWAY
3136, VICTORIA STREET btwn ABBOTSFORD STREET & CURZON STREET
3158, BOUNDARY ROAD btwn RACECOURSE ROAD & MACAULAY ROAD
3160, OLD SALE ROAD btwn MOORE STREET & THOMPSON ROAD
3165, STURT STREET btwn GILLIES STREET & DRUMMOND STREET
3170, MAIR STREET btwn CAMP STREET & PRINCES STREET
3171, VICTORIA STREET btwn PRINCES STREET & BALLARAT-BURRUMBEET ROAD
3181, WATTLETREE ROAD btwn TOORONGA ROAD & BURKE ROAD
3182, WATTLETREE ROAD btwn BURKE ROAD & MALVERN ROAD
3190, SAYERS ROAD btwn MORRIS ROAD & FORSYTH ROAD
3192, SAYERS ROAD btwn PALMERS ROAD & OLD GEELONG ROAD
3196, BOUNDARY ROAD btwn SHAW STREET & PURCELLS LANE
3203, ARARAT-WARRNAMBOOL ROAD btwn PORT FAIRY ROAD & MAROONA-GLENTHOMPSON ROAD
3205, ARARAT-WARRNAMBOOL ROAD btwn ROSSBRIDGE-STREATHAM ROAD & GLENELG HIGHWAY
3213, WELLINGTON PARADE btwn LANSDOWNE STREET & JOLIMONT ROAD
3224, PIPER STREET btwn BURTON AVENUE & MOLLISON STREET
3225, MOLLISON STREET btwn PIPER STREET & HIGH STREET
3236, CRAIGIEBURN ROAD btwn HUME FREEWAY & CRAIGIEBURN-HUME IN RAMP
3242, EDGECOMBE ROAD btwn SALEYARDS ROAD & CALDER HIGHWAY Offramp
3246, MAROONA-GLENTHOMPSON ROAD btwn ARARAT-WARRNAMBOOL ROAD & MAIN STREET
3259, WARRNAMBOOL-CARAMUT ROAD btwn BUSHFIELD-TOWER HILL ROAD & COGHLANS ROAD
3260, WARRNAMBOOL-CARAMUT ROAD btwn COGHLANS ROAD & RAGLAN PARADE
3267, PENSHURST-DUNKELD ROAD btwn GLENELG HIGHWAY & UNNAMED
3269, SPENCER ROAD btwn PENSHURST-WARRNAMBOOL ROAD & PENSHURST-PORT FAIRY ROAD
3272, EAGLEHAWK ROAD btwn DON STREET & BARNARD STREET
3278, PENSHURST-WARRNAMBOOL ROAD btwn MARTIN STREET & DAWSON STREET
3285, PENSHURST-WARRNAMBOOL ROAD btwn PATTERSON STREET & COMMERCIAL ROAD
3287, MAILORS FLAT-KOROIT ROAD btwn COMMERCIAL ROAD & MCVICAR STREET
3299, COX STREET btwn BELL STREET & MACARTHUR-PENSHURST ROAD
3301, HECKFIELD STREET btwn HUNTLY STREET & HIGH STREET
3310, HIGH STREET btwn HAMILTON-PORT FAIRY ROAD & HECKFIELD STREET
3311, HIGH STREET btwn HECKFIELD STREET & PALMERSTON STREET
3312, HAMILTON-PORT FAIRY ROAD btwn HIGH STREET & WOOLSTHORPE-HEYWOOD ROAD
3314, HAMILTON-PORT FAIRY ROAD btwn WOOLSTHORPE-HEYWOOD ROAD & SPENCER ROAD
3319, FERRARS STREET btwn DORCAS STREET & PARK STREET
3328, KANIVA-EDENHOPE ROAD btwn APSLEY-NATIMUK ROAD & WIMMERA HIGHWAY
3332, MAIN STREET btwn APSLEY-NATIMUK ROAD & MAIN STREET
3333, MAIN STREET btwn MAIN STREET & APSLEY-NATIMUK ROAD
3334, APSLEY-NATIMUK ROAD btwn MAIN STREET & MIGA LAKE-GYMBOWEN ROAD
3338, NATIMUK-HAMILTON ROAD btwn HORSHAM-NORADJUHA ROAD & WOMBELANO ROAD
3348, COLERAINE-BALMORAL ROAD btwn FAIRBURN STREET & COLERAINE-EDENHOPE ROAD
3349, HARROW ROAD btwn ELIZABETH STREET & COLERAINE-EDENHOPE ROAD
3350, COLERAINE-EDENHOPE ROAD btwn HARROW ROAD & CASTERTON-EDENHOPE ROAD
3351, COLERAINE-EDENHOPE ROAD btwn CASTERTON-EDENHOPE ROAD & NHILL-HARROW ROAD
3353, COLERAINE-EDENHOPE ROAD btwn HARROW-BALMORAL ROAD & COLERAINE-BALMORAL ROAD
3355, CASTERTON-EDENHOPE ROAD btwn COLERAINE-EDENHOPE ROAD & GLENELG HIGHWAY
3376, PORTLAND-CASTERTON ROAD btwn UNNAMED & DARTMOOR-HAMILTON ROAD
3380, BROOMFIELD ROAD btwn MACS STREET & CLUNES ROAD
3382, MCCRACKEN AVENUE btwn BORUNG HIGHWAY & MCCRACKEN AVENUE Town Bound
3383, MCCRACKEN AVENUE btwn MCCRACKEN AVENUE Town Bound & DONALD-MURTOA ROAD
3384, DONALD-STAWELL ROAD btwn DONALD-MURTOA ROAD & WIMMERA HIGHWAY
3391, SEAFORD ROAD btwn MORNINGTON PENINSULA ROUTE & MORNINGTON PENINSULA ROUTE Offramp
3400, LANCEFIELD ROAD btwn AVENUE OF HONOUR & UNNAMED
3402, LANCEFIELD ROAD btwn CALDER HIGHWAY Offramp & CALDER FREEWAY
3406, LANCEFIELD ROAD btwn CALDER HIGHWAY Offramp & COACH ROAD
3410, KLAUER STREET btwn HARTNETT DRIVE & MORNINGTON PENINSULA ROUTE
516, COBB HIGHWAY btwn COBB HIGHWAY Start & NORTHERN HIGHWAY
520, OGILVIE AVENUE btwn HIGH STREET & NORTHERN HIGHWAY
527, NORTHERN HIGHWAY btwn NORTHERN HIGHWAY & MCSWAIN ROAD
538, NORTHERN HIGHWAY btwn MIDLAND HIGHWAY & BENDIGO-MURCHISON ROAD
540, NORTHERN HIGHWAY btwn BENDIGO-MURCHISON ROAD & HEATHCOTE-ROCHESTER ROAD
543, HIGH STREET btwn MCIVOR HIGHWAY & MITCHELL STREET
549, NORTHERN HIGHWAY btwn STATION STREET & HALPIN COURT
550, NORTHERN HIGHWAY btwn HALPIN COURT & NORTHERN HIGHWAY
650, OMEO HIGHWAY btwn BENAMBRA ROAD & MCNAMARA ROAD
674, SOUTH GIPPSLAND HIGHWAY btwn FISHERIES ROAD & CLYDE-FIVE WAYS ROAD
682, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & SOUTH GIPPSLAND HIGHWAY
692, COMMERCIAL STREET btwn RADOVICK STREET & ELIZABETH STREET
694, LEONGATHA ROAD btwn SOUTH GIPPSLAND HIGHWAY & PRINCES STREET
699, KOONAWARRA ROAD btwn SOUTH GIPPSLAND HIGHWAY & BLAIR STREET
705, WHITELAW STREET btwn GREAVES STREET & MIRBOO NORTH-MEENYAN ROAD
707, SOUTH GIPPSLAND HIGHWAY btwn FLEMMING ROAD & WHITELAW STREET
708, SOUTH GIPPSLAND HIGHWAY btwn TOORA ROAD & FLEMMING ROAD
715, MAIN STREET btwn SOUTH GIPPSLAND HIGHWAY & PORT WELSHPOOL ROAD
716, SOUTH GIPPSLAND HIGHWAY btwn YARRAM-PORT ALBERT ROAD & MAIN STREET
720, COMMERCIAL ROAD btwn DEVON STREET & BUCKLEY STREET
722, SOUTH GIPPSLAND HIGHWAY btwn YARRUM-TRARALGON ROAD & COMMERCIAL ROAD
724, HIGH STREET btwn MCLOUGHLINS BEACH ROAD & DUKE STREET
725, SOUTH GIPPSLAND HIGHWAY btwn SALE-SEASPRAY ROAD & HIGH STREET
728, SOUTH GIPPSLAND HIGHWAY btwn JOHNS STREET & ROSEDALE-LONGFORD ROAD
751, DEAKIN AVENUE btwn SEVENTEENTH STREET & DEAKIN AVENUE
753, DEAKIN AVENUE btwn DEAKIN AVENUE Town Bound & FIFTEENTH STREET
758, STURT HIGHWAY btwn STURT HIGHWAY & STURT HIGHWAY End
763, LODDON VALLEY HIGHWAY btwn BOORT-PYRAMID ROAD & BOORT-MITIAMO ROAD
766, LODDON VALLEY HIGHWAY btwn BRIDGEWATER-SERPENTINE ROAD & SAILORS GULLY ROAD
771, EAGLEHAWK ROAD btwn CREETH STREET & MARONG ROAD
776, ST KILDA ROAD btwn BARKLY STREET & ALMA ROAD
784, NEPEAN HIGHWAY btwn RUSDEN STREET & GARDENVALE ROAD
791, NEPEAN HIGHWAY btwn BREWER ROAD & DENDY STREET
792, NEPEAN HIGHWAY btwn DENDY STREET & PATTERSON ROAD
794, NEPEAN HIGHWAY btwn CUMMINS ROAD & SOUTH ROAD
795, NEPEAN HIGHWAY btwn SOUTH ROAD & STATION STREET
796, NEPEAN HIGHWAY btwn STATION STREET & WICKHAM ROAD
798, NEPEAN HIGHWAY btwn HIGHETT ROAD & BAY ROAD
801, NEPEAN HIGHWAY btwn CENTRE DANDENONG ROAD & BALCOMBE ROAD
802, NEPEAN HIGHWAY btwn BALCOMBE ROAD & WARRIGAL ROAD
811, NEPEAN HIGHWAY btwn SEAFORD ROAD & OVERTON ROAD
821, NEPEAN HIGHWAY btwn BENTONS ROAD & CRAIGIE ROAD
822, NEPEAN HIGHWAY btwn CRAIGIE ROAD & URALLA ROAD
828, DONALD ROAD btwn BORUNG HIGHWAY & GOVERNMENT ROAD
833, BORUNG HIGHWAY btwn BLUE RIBBON ROAD & WESTERN HIGHWAY
849, SUNRAYSIA HIGHWAY btwn HOPETOUN-WOOMELANG ROAD & BROOK STREET
852, SUNRAYSIA HIGHWAY btwn BEULAH-BIRCHIP ROAD & CAMPBELL STREET
856, SUNRAYSIA HIGHWAY btwn WARRACKNABEAL-BIRCHIP ROAD & CAMP STREET
862, WOODS STREET btwn AITKEN AVENUE & SUNRAYSIA HIGHWAY
863, SUNRAYSIA HIGHWAY btwn RAY COURT & UNNAMED
866, KINGS AVENUE btwn INKERMAN STREET & BENDIGO-ST ARNAUD ROAD
867, MELBOURNE ROAD btwn BENDIGO-ST ARNAUD ROAD & SUNRAYSIA HIGHWAY
868, SUNRAYSIA HIGHWAY btwn MELBOURNE ROAD & MOYREISK-NATTE YALLOCK ROAD
873, HIGH STREET btwn HIGH STREET & BRIDPORT STREET
874, HIGH STREET btwn BRIDPORT STREET & HIGH STREET
879, SUNRAYSIA HIGHWAY btwn SKENE STREET & WESTERN HIGHWAY Onramp
951, GOROKE STREET btwn INVERLOCH-KONGWAK ROAD & POWLETT STREET
953, INVERLOCH-LEONGATHA ROAD btwn BASS HIGHWAY & GOROKE STREET
954, BASS HIGHWAY btwn MCCARTIN STREET & ANDERSONS ROAD
1033, WHITEHORSE ROAD btwn DAMPIER GROVE & DEEP CREEK ROAD
1036, WHITEHORSE ROAD btwn RINGWOOD BYPASS & WARRANDYTE ROAD
1040, WHITEHORSE ROAD btwn KENT AVENUE & KALINDA ROAD
1041, WHITEHORSE ROAD btwn YARRA ROAD & KENT AVENUE
1048, MAROONDAH HIGHWAY btwn MAIN STREET & JOHN STREET
1050, MAROONDAH HIGHWAY btwn MANGANS ROAD & MAIN STREET
1060, MAROONDAH HIGHWAY btwn CROWLEY ROAD & HEALESVILLE-KOO WEE RUP ROAD
1062, MAROONDAH HIGHWAY btwn HEALESVILLE-KINGLAKE ROAD & LILYDALE ROAD
1092, MCKILLOP STREET btwn MOORABOOL STREET & GHERINGHAP STREET
1096, MCKILLOP STREET btwn GARDEN STREET & SWANSTON STREET
1097, ORMOND ROAD btwn QUEENSCLIFF ROAD & MCKILLOP STREET
1103, QUEENSCLIFF ROAD btwn GRUBB ROAD & QUEENSCLIFF ROAD
1113, PYRENEES HIGHWAY btwn BURN STREET & ARARAT-ST ARNAUD ROAD
1122, SUTTON ROAD btwn NAPIER STREET & PYRENEES HIGHWAY
1128, PYRENEES HIGHWAY btwn NEWSTEAD STREET & CREEK ROAD
1135, ELIZABETH STREET btwn MALDON ROAD & JOHNSTONE STREET
1137, DUKE STREET btwn HALLETT COURT & EUREKA STREET
1148, TOORAK ROAD btwn GLEN IRIS ROAD & CAMBERWELL ROAD
1152, BURWOOD ROAD btwn TOORAK ROAD & ELGAR ROAD
1156, BURWOOD ROAD btwn MIDDLEBOROUGH ROAD & BLACKBURN ROAD
1161, BURWOOD HIGHWAY btwn HIGH STREET ROAD & SCORESBY ROAD
1163, BURWOOD HIGHWAY btwn FERNTREE GULLY ROAD & DORSET ROAD
1167, BURWOOD HIGHWAY btwn BRENOCK PARK DRIVE & MONBULK ROAD
1170, CANN VALLEY HIGHWAY btwn CANN VALLEY HIGHWAY Start & BENNETT STREET
1172, HIGH STREET btwn DON STREET & CHAPEL STREET
1179, MCIVOR HIGHWAY btwn UNNAMED & NORTHERN HIGHWAY
1181, HAMILTON HIGHWAY btwn BALLARAT ROAD & PETSCHELS LANE
1185, HAMILTON HIGHWAY btwn PENSHURST-DUNKELD ROAD & BOUNDARY ROAD
1186, HAMILTON HIGHWAY btwn BOUNDARY ROAD & BROWN STREET
1193, HAMILTON HIGHWAY btwn SHAW STREET & DARLINGTON ROAD
1194, HAMILTON HIGHWAY btwn DARLINGTON ROAD & MAIN STREET
1209, HAMILTON HIGHWAY btwn INVERLEIGH-SHELFORD ROAD & PHILLIPS ROAD
1219, ABERDEEN STREET btwn MINERVA ROAD & SHANNON AVENUE
1234, KIEWA VALLEY HIGHWAY btwn VAILS ROAD & SIMMONDS CREEK ROAD
1246, TULLAMARINE FREEWAY btwn TULLAMARINE FREEWAY Offramp & TULLAMARINE FREEWAY Offramp
1284, WEST GATE FREEWAY btwn WEST GATE FREEWAY Onramp & GRIEVE PARADE
1287, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & MILLERS ROAD
1291, WEST GATE FREEWAY btwn WILLIAMSTOWN ROAD & WEST GATE FREEWAY Onramp
1295, WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WEST GATE FREEWAY
1335, ALEXANDRA PARADE btwn GEORGE STREET & QUEENS PARADE
1393, GREENSBOROUGH HIGHWAY btwn METROPOLITAN RING ROAD & GRIMSHAW STREET
1404, METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Onramp
1409, METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Onramp & METROPOLITAN RING ROAD Offramp
1410, METROPOLITAN RING ROAD btwn GREENSBOROUGH HIGHWAY & METROPOLITAN RING ROAD Onramp
1423, WESTERN RING ROAD btwn METROPOLITAN RING ROAD & WESTERN RING ROAD Onramp
1440, WESTERN RING ROAD btwn WESTERN RING ROAD & KEILOR PARK DRIVE
1449, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & FURLONG ROAD
1461, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp
8882,SOUTHERN LINK TOLLWAY BTWN PUNT RD & BURNLEY RD
1590, COMBIENBAR ROAD btwn COMBIENBAR TRAIL & PRINCES HIGHWAY EAST
1604, CHENERY STREET btwn BANK STREET & HEYFIELD-JAMIESON ROAD
1605, HEYFIELD-JAMIESON ROAD btwn CLYDESDALE LANE & JAMIESON-LICOLA ROAD
1607, TIMBARRA ROAD btwn NUNNETT ROAD & BRUTHEN-BUCHAN ROAD
1622, GREAT ALPINE ROAD btwn HUME FREEWAY Onramp & PORTER ROAD
1628, GREAT ALPINE ROAD btwn BEECHWORTH-WANGARATTA ROAD & HUME FREEWAY Offramp
1629, GREAT ALPINE ROAD btwn BUCKLAND GAP ROAD & BEECHWORTH-WANGARATTA ROAD
1632, MYRTLE STREET btwn STANDISH STREET & PRINCE STREET
1646, GREAT ALPINE ROAD btwn MONARCH LANE & BRIGHT-TAWONGA ROAD
1649, GREAT ALPINE ROAD btwn RODGERS STREET & MILL ROAD
1650, GREAT ALPINE ROAD btwn BILTON STREET & RODGERS STREET
1654, OMEO HIGHWAY btwn MOSSIFACE ROAD & HUME STREET
1600, BOOLARRA-FOSTER ROAD btwn UNNAMED & GRAND RIDGE EAST ROAD
1602, TATONG-TOLMIE ROAD btwn BENALLA-TATONG ROAD & MANSFIELD-WHITFIELD ROAD
1609, WILSONS PROMONTORY ROAD btwn MEENIYAN-PROMONTORY ROAD & UNNAMED
1611, MT VICTORY ROAD btwn LAKE WARTOOK ROAD & SILVERBAND ROAD
1614, METUNG ROAD btwn PRINCES HIGHWAY EAST & CURRAWONG COURT
1631, GREAT ALPINE ROAD btwn PRINCE STREET & GLENROWAN-MYRTLEFORD ROAD
1633, MYRTLE STREET btwn WILLOW GROVE & STANDISH STREET
1635, GREAT ALPINE ROAD btwn STATION STREET & HAPPY VALLEY ROAD
1645, GREAT ALPINE ROAD btwn BRIGHT-TAWONGA ROAD & HOUGHS LANE
1647, GREAT ALPINE ROAD btwn MILL ROAD & MONARCH LANE
1651, GREAT ALPINE ROAD btwn DELAHUNTY STREET & BILTON STREET
1653, OMEO HIGHWAY btwn HUME STREET & BUCHAN ROAD
1655, OMEO HIGHWAY btwn OLIVERS ROAD & MOSSIFACE ROAD
1656, OMEO HIGHWAY btwn ALEXANDER PARADE & OLIVERS ROAD
1668, MARLO ROAD btwn LOCHIEL STREET & FOREST ROAD
1673, MARLO-CAPE CONRAN ROAD btwn UNNAMED & CABBAGE TREE-CAPE CONRAN ROAD
1674, MT MACEDON ROAD btwn CAMERON DRIVE & OFFICER LANE
1684, MT MACEDON ROAD btwn UNNAMED & MACEDON-WOODEND HIGHWAY
1840, GRAND RIDGE ROAD btwn TRARALGON-BALOOK ROAD & YARRAM-TRARALGON ROAD
1900, CAPE PATERSON ROAD btwn SEAWARD DRIVE & UNNAMED
1910, CAPE PATERSON-INVERLOCH ROAD btwn UNNAMED & CAPE PATERSON ROAD
1921, CAPE PATERSON ROAD btwn CAPE PATERSON-INVERLOCH ROAD & BAYVIEW AVENUE
2017, VENTNOR ROAD btwn DURHAM STREET & VENTNOR BEACH ROAD
2063, FISHER STREET btwn NEWCOMBE STREET & HOOD ROAD
2066, HOOD ROAD btwn FISHER STREET & OXLEY STREET
2074, THE ESPLANADE btwn OXLEY STREET & SECOND AVENUE
2166, POINT NEPEAN ROAD btwn BONEO ROAD & JETTY ROAD
2182, POINT NEPEAN ROAD btwn LONSDALE STREET & MCCULLOCH STREET
2268, YARRA BOULEVARD btwn SOUTHERN LINK TOLLWAY Offramp & SOUTHERN LINK TOLLWAY
2355, ACHERON WAY btwn MARYSVILLE ROAD & DONNA BUANG ROAD
2366, DONNA BUANG ROAD btwn DONNA BUANG ROAD & ROAD EIGHTEEN
2453, GRAMPIANS ROAD btwn GRAMPIANS ROAD Town Bound & ARARAT-HALLS GAP ROAD
2461, GRAMPIANS ROAD btwn ARARAT-HALLS GAP ROAD & MT VICTORY ROAD
2505, MT ABRUPT ROAD btwn GRAMPIANS ROAD & VICTORIA VALLEY ROAD
2527, VICTORIA VALLEY ROAD btwn DICKIE STREET & PARKER STREET
2691, GREAT OCEAN ROAD btwn MCCUE STREET & OLD PRINCETOWN ROAD
2720, GREAT OCEAN ROAD btwn OTWAY LIGHTHOUSE TOURIST ROAD & ROBERTS ROAD
2726, GREAT OCEAN ROAD btwn ROBERTS ROAD & UNNAMED
2730, GREAT OCEAN ROAD btwn BASS CRESCENT & MORLEY AVENUE
2732, GREAT OCEAN ROAD btwn MORLEY AVENUE & SARSFIELD STREET
2733, GREAT OCEAN ROAD btwn SARSFIELD STREET & UNNAMED
2734, MOUNTJOY PARADE btwn UNNAMED & DEANS MARSH ROAD
2735, GREAT OCEAN ROAD btwn DEANS MARSH ROAD & HAZEL STREET
2737, GREAT OCEAN ROAD btwn YARRINGA ROAD & UNNAMED
2741, GREAT OCEAN ROAD btwn ANGLESEA ROAD & BELLS BOULEVARD
2746, SILVERBAND ROAD btwn MT VICTORY ROAD & GRAMPIANS ROAD
2756, MARYSVILLE-WOODS POINT ROAD btwn BUXTON-MARYSVILLE ROAD & LADY TALBOT DRIVE
2761, PHILLIP ISLAND ROAD btwn VENTNOR BEACH ROAD & UNNAMED
2762, PHILLIP ISLAND ROAD btwn BERMAGUI CRESCENT & VENTNOR BEACH ROAD
2766, PHILLIP ISLAND ROAD btwn UNNAMED & RHYLL-NEWHAVEN ROAD
2767, PHILLIP ISLAND ROAD btwn BOYS HOME ROAD & UNNAMED
2772, CAMERON DRIVE btwn UNNAMED & MT MACEDON ROAD
2778, MT DANDENONG TOURIST ROAD btwn OLINDA-MONBULK ROAD & PERRINS CREEK ROAD
2782, MT DANDENONG TOURIST ROAD btwn SHERBROOKE ROAD & BURWOOD HIGHWAY
2792, RYRIE STREET btwn BELLERINE STREET & YARRA STREET
2798, RYRIE STREET btwn GARDEN STREET & FITZROY STREET
2800, RYRIE STREET btwn ORCHARD STREET & CONNOR STREET
2801, RYRIE STREET btwn HOLT ROAD & ORCHARD STREET
2803, RYRIE STREET btwn BOUNDARY ROAD & HUMBLE STREET
2811, GEELONG-PORTARLINGTON ROAD btwn BATMAN ROAD & WHITCOMBES ROAD
2818, PORTARLINGTON-QUEENSCLIFF ROAD btwn TOWER ROAD & MURRADOC ROAD
2825, COMMERCIAL ROAD btwn PUNT ROAD & IZETT STREET
2830, SWEETMAN PARADE btwn BARWON HEADS-OCEAN GROVE ROAD & ORTON STREET
2831, ORTON STREET btwn SWEETMAN PARADE & ORTON STREET
2836, THE PARADE btwn BARWON HEADS-OCEAN GROVE ROAD & TUCKFIELD STREET
2842, LOWER DUNEED ROAD btwn SURF COAST HIGHWAY & GEELONG-BARWON HEADS ROAD
2848, ANDERSON STREET btwn MAIN STREET & WINCHELSEA-DEANS MARSH ROAD
2852, BIRREGURRA-FORREST ROAD btwn BIRREGURRA-DEANS MARSH ROAD & UNNAMED
2855, BIRREGURRA ROAD btwn PRINCES HIGHWAY WEST & MAIN STREET
2860, COLAC-FORREST ROAD btwn TURNER DRIVE & GRANT STREET
2866, ALEXANDRA AVENUE btwn PUNT ROAD & CHAPEL STREET
2874, MURPHY STREET btwn REID STREET & RILEY STREET
2880, GRANGE ROAD btwn LOYOLA GROVE & ALEXANDRA AVENUE
2892, LEURA STREET btwn MANIFOLD STREET & CAMPERDOWN-COBDEN ROAD
2897, COBDEN-TERANG ROAD btwn HIGH STREET & CEMETERY ROAD
2902, AYRESFORD ROAD btwn COBDEN-WARRNAMBOOL ROAD & TIMBOON-NULLAWARRE ROAD
2903, COBDEN-STONEYFORD ROAD btwn CAMPERDOWN-COBDEN ROAD & PRINCES HIGHWAY WEST
2905, LAVERS HILL-COBDEN ROAD btwn COBDEN-PORT CAMPBELL ROAD & TIMBOON-COLAC ROAD
2909, LAVERS HILL-COBDEN ROAD btwn PRINCETOWN ROAD & GELLIBRAND RIVER ROAD
2910, LAVERS HILL-COBDEN ROAD btwn GELLIBRAND RIVER ROAD & BEECH FOREST-LAVERS HILL ROAD
2913, COBDEN-PORT CAMPBELL ROAD btwn COBDEN-SCOTTS CREEK ROAD & TIMBOON-COLAC ROAD
2916, COBDEN-PORT CAMPBELL ROAD btwn TIMBOON-PORT CAMPBELL ROAD & GREAT OCEAN ROAD
2921, DYNON ROAD btwn WESTERN LINK TOLLWAY Onramp & WESTERN LINK TOLLWAY
2922, DYNON ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY
2924, DYNON ROAD btwn WESTERN LINK TOLLWAY Onramp & UNNAMED
2928, TIMBOON-COLAC ROAD btwn COBDEN-PORT CAMPBELL ROAD & LAVERS HILL-COBDEN ROAD
2931, NEW IRREWILLIPE ROAD btwn LAVERS HILL-COBDEN ROAD & PRINCES HIGHWAY WEST
2932, TIMBOON-PORT CAMPBELL ROAD btwn BAILEY STREET & LAMBERT STREET
2933, TIMBOON-PORT CAMPBELL ROAD btwn LAMBERT STREET & COBDEN-PORT CAMPBELL ROAD
2934, TIMBOON-NULLAWARRE ROAD btwn HENRYS SAWMILL ROAD & AYRESFORD ROAD
2937, DUDLEY STREET btwn WURUNDJERI WAY & ADDERLEY STREET
2942, KING STREET btwn HAWKE STREET & DUDLEY STREET
2943, KING STREET btwn DUDLEY STREET & LATROBE STREET
2944, KING STREET btwn LATROBE STREET & LONSDALE STREET
2945, KING STREET btwn LONSDALE STREET & BOURKE STREET
2948, HOPKINS ROAD btwn NEALE ROAD & WESTERN HIGHWAY Offramp
2950, HOPKINS ROAD btwn WESTERN FREEWAY & WESTERN FREEWAY
2951, HOPKINS ROAD btwn WESTERN FREEWAY & WESTERN HIGHWAY Offramp
2954, DERRIMUT ROAD btwn HOPKINS ROAD & DOHERTYS ROAD
2957, DERRIMUT ROAD btwn HOGANS ROAD & HEATHS ROAD
2959, DERRIMUT ROAD btwn MELTON-WERRIBEE ROAD & PRINCES HIGHWAY
2960, BRIDGEWATER ROAD btwn PORT ROAD & PORT ROAD
2963, MT ALEXANDER ROAD btwn MT ALEXANDER ROAD & WESTERN LINK TOLLWAY
2964, FLEMINGTON ROAD btwn WESTERN LINK TOLLWAY & CHURCH STREET
2966, FLEMINGTON ROAD btwn RACECOURSE ROAD & ABBOTSFORD STREET
2967, FLEMINGTON ROAD btwn ABBOTSFORD STREET & ERROL STREET
2968, FLEMINGTON ROAD btwn ERROL STREET & HARKER STREET
2969, FLEMINGTON ROAD btwn HARKER STREET & GRATTAN STREET
2971, PORTLAND-NELSON ROAD btwn PORTLAND-NELSON ROAD Start & OLD BRIDGE ROAD
2974, CASHMORE ROAD btwn PORTLAND-NELSON ROAD & PORT ROAD
2980, HUME HIGHWAY btwn LOWANS LANE & BENALLA-YARRAWONGA ROAD
2981, HUME HIGHWAY btwn BENALLA-YARRAWONGA ROAD & HUME FREEWAY Offramp
2982, HUME HIGHWAY btwn HUME FREEWAY Offramp & HUME FREEWAY
2989, HIGH STREET btwn ONEILLS ROAD & FERRIS ROAD
2990, MELBOURNE ROAD btwn AITKEN STREET & MELBOURNE ROAD Town Bound
2993, MELBOURNE ROAD btwn CALDER HIGHWAY Offramp & CALDER FREEWAY
3003, CHARLES STREET btwn BROADWAY & DIMBOOLA-RAINBOW ROAD
3018, SHARPS ROAD btwn AIRPORT DRIVE & TULLAMARINE PARK ROAD
3021, KEILOR PARK DRIVE btwn STADIUM DRIVE & FULLARTON ROAD
3025, KEILOR PARK DRIVE btwn CALDER FREEWAY & CALDER FREEWAY
3026, KEILOR PARK DRIVE btwn CALDER FREEWAY & WESTERN RING ROAD
3036, DONNYBROOK ROAD btwn EPPING ROAD & PLENTY ROAD
3037, SPRINGVALE BYPASS btwn DANDENONG ROAD & CENTRE ROAD
